,property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Built_up_area,Carpet_area,Super_built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
1102,flat,maruti vihar,sector 28,1.0,9090.0,1100.0,Super Built up area 1100(102.19 sq.m.),1,1,1,1.0,North,Old Property,,,1100.0,1,0,0,1,0,semifurnished,91
1103,flat,ansal heights 86,sector 86,1.3,4666.0,2786.0,Super Built up area 2786(258.83 sq.m.),4,6,2,11.0,East,New Property,,,2786.0,0,1,0,0,1,unfurnished,99
1104,flat,shapoorji pallonji joyville gurugram,sector 102,2.12,16960.0,1250.0,Built Up area: 1852 (172.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,9.0,,Relatively New,1852.0,1250.0,,0,0,0,0,0,unfurnished,84
1105,flat,puri the aravallis,sector 61,3.9,33209.0,1174.0,Carpet area: 1249.65 (116.1 sq.m.),3,4,4,33.0,South,Under Construction,,1249.68879,,0,1,0,0,0,unfurnished,183
1106,flat,the close north,sector 50,3.0,11516.0,2605.0,Super Built up area 2605(242.01 sq.m.),3,3,4,14.0,North,Old Property,,,2605.0,0,1,0,0,0,semifurnished,140
1107,flat,smart world orchard,sector 61,2.2,14202.0,1549.0,Carpet area: 1549 (143.91 sq.m.),3,3,2,4.0,North,New Property,,1549.0,,0,0,0,0,0,unfurnished,185
1108,flat,emaar gurgaon greens,sector 102,1.35,8181.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,5.0,North-West,Relatively New,,1022.58,1650.0,0,1,0,0,0,unfurnished,151
1109,flat,godrej nature plus,sector 33,1.67,10500.0,1590.0,Carpet area: 1671 (155.24 sq.m.),3,2,2,18.0,,Under Construction,,1671.0,,0,0,0,0,0,unfurnished,78
1110,flat,landmark the residency,sector 103,0.9,6666.0,1350.0,Super Built up area 1350(125.42 sq.m.),2,2,2,1.0,South-West,Relatively New,,,1350.0,0,0,0,0,0,unfurnished,47
1111,flat,m3m capital,sector 113,2.37,11500.0,2061.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,4,4,20.0,East,Under Construction,2060.0,1600.0,,1,0,0,0,0,unfurnished,182
1112,flat,emaar imperial gardens,sector 102,1.98,9900.0,2000.0,Carpet area: 2000 (185.81 sq.m.),3,3,4,9.0,North,Relatively New,,2000.0,,0,1,0,0,0,unfurnished,84
1113,flat,dlf belvedere towers,sector 25,3.7,17619.0,2100.0,Carpet area: 2100 (195.1 sq.m.),4,4,3,18.0,North-West,Old Property,,2100.0,,0,1,0,0,0,semifurnished,32
1114,flat,m3m crown,sector 111,4.67,17000.0,2747.0,Carpet area: 2750 (255.48 sq.m.),4,4,4,8.0,,Under Construction,,2750.0,,0,0,0,0,0,unfurnished,73
1115,flat,godrej,sector 79,1.29,8206.0,1572.0,Super Built up area 1572(146.04 sq.m.),2,2,3,4.0,,New Property,,,1572.0,0,0,0,0,0,unfurnished,0
1116,flat,central park resorts,sector 48,3.65,15240.0,2395.0,Super Built up area 1870(173.73 sq.m.)Built Up area: 1869 sq.ft. (173.64 sq.m.),3,3,4,9.0,North-West,Relatively New,1869.0,,1870.0,0,0,0,0,1,semifurnished,191
1117,flat,tulip monsella,sector 53,5.6,19363.0,2892.0,Super Built up area 2892(268.68 sq.m.),3,3,4,1.0,,Under Construction,,,2892.0,0,0,0,0,0,unfurnished,47
1118,flat,sare crescent parc royal greens phase 1,sector 92,1.25,5832.0,2143.0,Super Built up area 2143(199.09 sq.m.),4,4,3,20.0,East,Relatively New,,,2143.0,0,1,0,0,0,unfurnished,70
1119,flat,aipl club residences,sector 70,1.27,9777.0,1299.0,Carpet area: 1304 (121.15 sq.m.),2,2,4,24.0,North-West,Relatively New,,1304.0,,0,0,0,0,1,unfurnished,140
1120,flat,experion the heartsong,sector 108,1.36,6542.0,2079.0,Super Built up area 1758(163.32 sq.m.)Carpet area: 986 sq.ft. (91.6 sq.m.),3,2,4,2.0,,Relatively New,,986.0,1758.0,1,1,0,0,0,semifurnished,99
1121,flat,signature global city,sector 37,1.0,8160.0,1225.0,Built Up area: 1250 (116.13 sq.m.)Carpet area: 915 sq.ft. (85.01 sq.m.),3,3,3,4.0,South-East,Under Construction,1250.0,915.0,,0,0,0,0,0,unfurnished,53
1122,flat,bestech park view city,sector 48,4.25,9334.0,4553.0,Super Built up area 4553(422.99 sq.m.),4,5,4,14.0,,Moderately Old,,,4553.0,1,0,0,0,0,unfurnished,98
1123,flat,emaar palm gardens,sector 83,1.8,9473.0,1900.0,Super Built up area 1900(176.52 sq.m.),3,3,4,9.0,South,Relatively New,,,1900.0,0,0,0,0,0,unfurnished,66
1124,flat,chd avenue,sector 71,1.25,6597.0,1895.0,Super Built up area 1743(161.93 sq.m.),3,4,2,14.0,North-East,Relatively New,,,1743.0,1,1,0,1,1,semifurnished,167
1125,flat,mvn athens,sohna road,0.27,5897.0,458.0,Carpet area: 457.81 (42.53 sq.m.),2,2,1,4.0,South-East,Relatively New,,457.788667,,0,0,0,0,1,semifurnished,39
1126,flat,mahindra luminare,sector 59,5.5,18181.0,3025.0,Super Built up area 3025(281.03 sq.m.),3,3,1,26.0,,Under Construction,,,3025.0,0,1,0,0,0,unfurnished,37
1127,flat,raheja navodaya,sector 92,0.85,4271.0,1990.0,Super Built up area 1990(184.88 sq.m.),3,3,3,2.0,North-West,Relatively New,,,1990.0,0,0,0,0,0,unfurnished,112
1128,flat,godrej nature plus,sector 33,1.07,7725.0,1385.0,Super Built up area 1385(128.67 sq.m.),2,2,2,14.0,North-East,Under Construction,,,1385.0,0,0,0,0,0,unfurnished,91
1129,flat,m3m urbana,sector 67,0.95,10895.0,872.0,Built Up area: 826 (76.74 sq.m.),1,1,1,17.0,South-West,Relatively New,826.0,,,0,0,0,0,0,unfurnished,53
1130,flat,experion the heartsong,sector 108,0.87,11845.0,734.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,2.0,South-West,Relatively New,978.23,734.43,1283.0,0,1,0,0,0,unfurnished,140
1131,flat,sobha city,sector 108,4.1,23401.0,1752.0,Super Built up area 2344(217.76 sq.m.)Built Up area: 2343 sq.ft. (217.67 sq.m.)Carpet area: 1752 sq.ft. (162.77 sq.m.),4,5,3,25.0,North-East,New Property,2343.0,1752.0,2344.0,1,1,0,0,0,semifurnished,112
1132,flat,godrej nature plus,sector 33,1.27,9182.0,1383.0,Super Built up area 1383(128.48 sq.m.),2,2,4,9.0,West,Under Construction,,,1383.0,0,0,0,0,0,unfurnished,51
1133,flat,smart world orchard,sector 61,1.47,12782.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,4.0,East,Under Construction,,1150.0,,1,0,0,0,0,unfurnished,54
1134,flat,emaar mgf the palm drive,sector 66,3.45,15681.0,2200.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,3,6.0,East,Relatively New,2000.0,1800.0,2200.0,0,1,0,0,0,semifurnished,119
1135,flat,bestech park view residency,sector 2,1.18,7539.0,1565.0,Super Built up area 1565(145.39 sq.m.),2,2,3,5.0,East,Old Property,,,1565.0,1,0,0,0,0,unfurnished,110
1136,flat,bestech park view residency,sector 2,1.55,8072.0,1920.0,Super Built up area 1920(178.37 sq.m.),3,4,4,4.0,East,Old Property,,,1920.0,0,1,0,0,0,unfurnished,120
1137,flat,m3m merlin,sector 67,3.39,14376.0,2358.0,Super Built up area 2358(219.07 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3,14.0,East,Relatively New,2100.0,2000.0,2358.0,0,1,0,0,0,unfurnished,32
1138,flat,dlf the skycourt,sector 86,1.54,9221.0,1670.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1780 sq.ft. (165.37 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3,3,4,15.0,North-West,Relatively New,1780.0,1670.0,1929.0,0,1,0,0,0,unfurnished,216
1139,flat,emaar gurgaon greens,sector 102,1.42,8606.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,East,Relatively New,,1022.58,1650.0,0,1,0,0,0,unfurnished,162
1140,flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,1300.0,Super Built up area 1500(139.35 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,2,2.0,North-East,Old Property,,1300.0,1500.0,0,0,0,0,0,unfurnished,18
1141,flat,dlf regency park,sector 28,2.25,14516.0,1550.0,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,2,16.0,West,Old Property,1700.0,1550.0,1777.0,0,1,0,0,0,unfurnished,111
1142,flat,ireo victory valley,sector 67,3.5,14583.0,2400.0,Super Built up area 2698(250.65 sq.m.)Built Up area: 2490 sq.ft. (231.33 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),3,4,3,24.0,North-East,Relatively New,2490.0,2400.0,2698.0,0,1,0,1,0,semifurnished,186
1143,flat,ambience creacions,sector 22,4.8,19200.0,2500.0,Carpet area: 2500 (232.26 sq.m.),4,6,4,10.0,North-East,New Property,,2500.0,,0,1,0,1,0,semifurnished,53
1144,flat,signature global city 92,sector 92,0.78,8047.0,969.0,Super Built up area 1197(111.2 sq.m.),2,2,2,2.0,,New Property,,,1197.0,0,0,0,0,0,unfurnished,58
1145,flat,the khushboo cooperative housing society ltd,sector 9,0.88,4888.0,1800.0,Super Built up area 1800(167.23 sq.m.)Carpet area: 1123 sq.ft. (104.33 sq.m.),3,3,2,2.0,North-West,Old Property,,1123.0,1800.0,0,0,0,0,0,semifurnished,34
1146,flat,adani m2k oyster grande,sector 102,2.6,10007.0,2598.0,Super Built up area 2598(241.36 sq.m.),3,3,3,2.0,North-East,Relatively New,,,2598.0,1,1,1,0,0,unfurnished,158
1147,flat,dlf belvedere towers,sector 25,3.4,13765.0,2470.0,Carpet area: 2470 (229.47 sq.m.),4,4,3,1.0,South-East,Old Property,,2470.0,,0,1,0,0,0,unfurnished,32
1148,flat,sobha city,sector 108,2.9,14478.0,2003.0,Super Built up area 2003(186.08 sq.m.),3,4,2,8.0,East,New Property,,,2003.0,0,0,0,0,0,unfurnished,135
1149,flat,raheja vedaanta,sector 108,0.7,4651.0,1505.0,Super Built up area 1505(139.82 sq.m.),2,2,2,12.0,South,Moderately Old,,,1505.0,0,0,0,0,0,unfurnished,91
1150,flat,dlf the skycourt,sector 86,1.5,9740.0,1540.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1780 sq.ft. (165.37 sq.m.)Carpet area: 1540 sq.ft. (143.07 sq.m.),3,3,4,18.0,West,Relatively New,1780.0,1540.0,1929.0,1,0,0,0,0,unfurnished,216
1151,flat,suncity vatsal valley,gwal pahari,1.28,9552.0,1340.0,Carpet area: 1340 (124.49 sq.m.),3,3,3,1.0,North,Relatively New,,1340.0,,0,0,0,0,0,semifurnished,66
1152,flat,m3m capital,sector 113,2.51,14800.0,1696.0,Super Built up area 1695(157.47 sq.m.),3,3,4,2.0,North-West,Under Construction,,,1695.0,1,0,0,0,0,unfurnished,53
1153,flat,dlf city plots phase 3,sector 24,6.5,18571.0,3500.0,Carpet area: 3500 (325.16 sq.m.),4,5,4,3.0,North-East,New Property,,3500.0,,0,1,0,0,0,semifurnished,46
1154,flat,bestech altura,sector 79,1.85,8604.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,7.0,,New Property,1650.0,1350.0,2150.0,0,1,0,0,0,unfurnished,65
1155,flat,indiabulls centrum park,sector 103,2.45,8521.0,2875.0,Super Built up area 2875(267.1 sq.m.),4,6,3,5.0,,Relatively New,,,2875.0,0,1,0,0,0,unfurnished,57
1156,flat,orris aster court premier,sector 85,1.38,6509.0,2120.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),3,4,2,6.0,North-East,Relatively New,1616.0,,2120.0,0,1,0,0,0,unfurnished,79
1157,flat,paras quartier,gwal pahari,5.9,11028.0,5350.0,Super Built up area 5350(497.03 sq.m.),4,4,4,19.0,East,New Property,,,5350.0,1,1,1,1,0,semifurnished,207
1158,flat,mapsko casa bella,sector 82,3.0,6134.0,4891.0,Super Built up area 4890(454.3 sq.m.),4,6,4,25.0,West,Relatively New,,,4890.0,0,1,0,1,0,furnished,145
1159,flat,samadhan shri kamal cghs,sector 1,2.01,11426.0,1759.0,Carpet area: 1760 (163.51 sq.m.),4,4,4,10.0,,Moderately Old,,1760.0,,0,0,0,0,0,semifurnished,0
1160,flat,ambience lagoon,sector 24,4.25,13281.0,3200.0,Super Built up area 3200(297.29 sq.m.)Carpet area: 3156 sq.ft. (293.2 sq.m.),3,4,4,3.0,East,Old Property,,3156.0,3200.0,0,1,1,0,0,semifurnished,170
1161,flat,orchid petals,sector 49,2.55,12318.0,2070.0,Super Built up area 2070(192.31 sq.m.)Built Up area: 2060 sq.ft. (191.38 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,4,3,8.0,East,Relatively New,2060.0,1760.0,2070.0,1,0,0,0,0,semifurnished,53
1162,flat,friends apartment,sector 52,2.0,8510.0,2350.0,Super Built up area 2350(218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,3,3,5.0,North,Moderately Old,,1850.0,2350.0,0,1,0,0,0,semifurnished,120
1163,flat,the close south,sector 50,3.25,12810.0,2537.0,Carpet area: 2537 (235.7 sq.m.),3,4,4,4.0,South-East,Old Property,,2537.0,,0,1,0,0,0,semifurnished,176
1164,flat,hero homes,dwarka expressway,1.6,7825.0,2045.0,Super Built up area 1689(156.91 sq.m.),3,3,3,1.0,,New Property,,,1689.0,0,0,0,0,0,unfurnished,53
1165,flat,bestech park view residency,sector 2,1.5,7825.0,1917.0,Super Built up area 1920(178.37 sq.m.),3,4,4,10.0,North-East,Moderately Old,,,1920.0,0,1,0,0,0,unfurnished,125
1166,flat,sobha city,sector 108,3.75,14938.0,2510.0,Super Built up area 2343(217.67 sq.m.),3,3,2,16.0,North-East,New Property,,,2343.0,0,1,0,0,0,unfurnished,101
1167,flat,bestech park view residency,sector 2,0.95,6709.0,1416.0,Carpet area: 1416 (131.55 sq.m.),2,2,3,10.0,North-East,Old Property,,1416.0,,0,0,0,0,0,semifurnished,112
1168,flat,dlf the skycourt,sector 86,1.56,8087.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1580 sq.ft. (146.79 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,4,4,17.0,South-West,Relatively New,1580.0,1450.0,1929.0,0,0,1,0,0,unfurnished,223
1169,flat,emaar gurgaon greens,sector 102,1.35,8181.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,9.0,North-East,Relatively New,,1022.58,1650.0,0,1,0,0,0,unfurnished,108
1170,flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.0,1349.0,Super Built up area 1349(125.33 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,11.0,North-East,New Property,,1000.0,1349.0,0,0,0,0,0,semifurnished,53
1171,flat,dlf regency park,sector 28,2.26,13696.0,1650.0,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,2,19.0,East,Old Property,1700.0,1650.0,1777.0,0,1,0,0,0,unfurnished,200
1172,flat,eldeco accolade,sector 33,1.2,8043.0,1492.0,Built Up area: 1492 (138.61 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,2,0.0,North,New Property,1492.0,900.0,,1,0,0,0,0,unfurnished,66
1173,flat,bptp terra,sector 37,2.08,10000.0,2080.0,Super Built up area 2443(226.96 sq.m.),4,4,3,0.0,North-East,New Property,,,2443.0,1,1,0,1,0,unfurnished,151
1174,flat,ss the leaf,sector 85,1.75,7267.0,2408.0,Super Built up area 2408(223.71 sq.m.),3,4,3,8.0,North,Relatively New,,,2408.0,0,1,0,0,0,unfurnished,53
1175,flat,ireo victory valley,sector 67,2.99,11832.0,2527.0,Super Built up area 2527(234.77 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,3,3,4.0,East,Relatively New,2200.0,2100.0,2527.0,0,1,0,0,0,unfurnished,40
1176,flat,emaar digihomes,sector 62,2.1,14254.0,1473.0,Super Built up area 1508.26(140.12 sq.m.),2,2,2,30.0,North,New Property,,,1508.26,0,1,0,0,0,semifurnished,78
1177,flat,ireo victory valley,sector 67,2.87,11903.0,2411.0,Super Built up area 2411(223.99 sq.m.)Carpet area: 1808 sq.ft. (167.97 sq.m.),3,3,4,16.0,North-West,Relatively New,,1808.0,2411.0,0,1,0,0,0,semifurnished,223
1178,flat,dlf regency park,sector 28,2.35,13224.0,1777.0,Super Built up area 1777(165.09 sq.m.),3,3,2,18.0,North-East,Old Property,,,1777.0,0,1,0,0,0,semifurnished,137
1179,flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,1650.0,Built Up area: 1650 (153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,2.0,South-West,Relatively New,1650.0,1200.0,,1,1,0,0,0,unfurnished,201
1180,flat,indiabulls centrum park,sector 103,1.9,5681.0,3344.0,Carpet area: 3344 (310.67 sq.m.),3,4,4,10.0,North-East,Relatively New,,3344.0,,1,1,0,1,1,semifurnished,53
1181,flat,orris carnation residency,sector 85,0.72,4881.0,1475.0,Super Built up area 1475(137.03 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,2,9.0,West,Moderately Old,1350.0,1250.0,1475.0,0,0,0,0,1,unfurnished,53
1182,flat,sbr minda sec 1 imt manesar,manesar,0.65,4259.0,1526.0,Carpet area: 1526 (141.77 sq.m.),3,2,4,6.0,South,Moderately Old,,1526.0,,0,0,0,0,0,unfurnished,6
1183,flat,dlf the ultima,sector 81,2.34,11185.0,2092.0,Super Built up area 2092(194.35 sq.m.)Built Up area: 1760 sq.ft. (163.51 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3,4,4,14.0,South-East,Relatively New,1760.0,1670.0,2092.0,0,1,0,0,0,semifurnished,223
1184,flat,m3m capital,sector 113,2.57,15575.0,1650.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,5,4,25.0,East,Under Construction,2060.0,1650.0,,1,0,0,0,0,semifurnished,103
1185,flat,bptp terra,sector 37,1.71,7804.0,2191.0,Built Up area: 2191 (203.55 sq.m.),3,3,4,7.0,South-West,Relatively New,2191.0,,,1,0,0,0,0,unfurnished,50
1186,flat,indiabulls enigma,sector 110,3.79,9895.0,3830.0,Super Built up area 3830(355.82 sq.m.),5,5,3,4.0,South-West,Relatively New,,,3830.0,0,1,0,0,1,unfurnished,153
1187,flat,the lions cghs,sector 56,2.05,7884.0,2600.0,Built Up area: 2600 (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,4,7.0,West,Old Property,2600.0,2400.0,,0,0,1,0,0,semifurnished,162
1188,flat,m3m golfestate,sector 65,5.2,17455.0,2979.0,Super Built up area 2979(276.76 sq.m.),3,3,3,18.0,North,Relatively New,,,2979.0,1,1,0,0,0,semifurnished,94
1189,flat,emaar mgf the palm drive,sector 66,3.2,17777.0,1800.0,Super Built up area 2200(204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,12.0,South-West,Relatively New,,1800.0,2200.0,1,1,1,1,0,unfurnished,151
1190,flat,afnhb jalvayu vihar,sector 30,0.69,7272.0,949.0,Super Built up area 990(91.97 sq.m.),2,2,1,3.0,North-East,Old Property,,,990.0,0,0,0,0,0,unfurnished,73
1191,flat,experion windchants,sector 112,3.75,13383.0,2802.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3,3,2,21.0,West,Relatively New,2225.56,,2802.0,0,1,0,0,0,unfurnished,199
1192,flat,experion windchants,sector 112,3.65,12312.0,2965.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3,4,4,14.0,South,Relatively New,2225.56,,2802.0,0,1,0,0,0,unfurnished,186
1193,flat,experion windchants,sector 112,5.49,11584.0,4739.0,Super Built up area 4739(440.27 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.),4,5,4,5.0,South,Relatively New,3655.35,,4739.0,0,1,0,0,0,unfurnished,204
1194,flat,antriksh heights,sector 84,1.05,5011.0,2095.0,Super Built up area 2095(194.63 sq.m.),4,4,4,3.0,North,New Property,,,2095.0,1,0,0,0,0,unfurnished,91
1195,flat,sobha city,sector 108,3.35,13266.0,2525.0,Super Built up area 2072.9(192.58 sq.m.),3,4,2,19.0,,New Property,,,2072.9,0,0,0,0,0,unfurnished,114
1196,flat,unitech uniworld gardens,sector 47,2.4,11505.0,2086.0,Super Built up area 2086(193.8 sq.m.),3,3,4,10.0,,Moderately Old,,,2086.0,0,1,0,0,0,semifurnished,151
1197,flat,park royal apartment,sector 56,1.71,7600.0,2250.0,Built Up area: 2251 (209.12 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,3,4,5.0,North-East,Moderately Old,2251.0,2250.0,,0,1,0,0,0,semifurnished,134
1198,flat,elan the presidential,sector 106,6.3,15384.0,4095.0,Super Built up area 4095(380.44 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),5,6,4,10.0,North-East,Under Construction,,3500.0,4095.0,0,0,0,0,0,semifurnished,92
1199,flat,raheja atharva,sector 109,2.2,9490.0,2318.0,Carpet area: 2318 (215.35 sq.m.),3,3,2,7.0,North,Moderately Old,,2318.0,,0,1,0,0,0,unfurnished,126
1200,flat,indiabulls enigma,sector 110,3.25,9558.0,3400.0,Super Built up area 3400(315.87 sq.m.),4,4,3,11.0,South,Relatively New,,,3400.0,0,1,0,0,1,unfurnished,156
1201,flat,central park resorts,sector 48,11.25,28266.0,3980.0,Carpet area: 3980 (369.75 sq.m.),4,5,4,2.0,North-West,Relatively New,,3980.0,,0,1,0,1,0,unfurnished,57
1202,flat,central park flower valley,sector 33,3.3,13750.0,2400.0,Carpet area: 2400 (222.97 sq.m.),3,3,3,2.0,,Under Construction,,2400.0,,1,1,1,1,0,unfurnished,79
1203,flat,bestech park view residency,sector 2,1.51,7869.0,1919.0,Super Built up area 1920(178.37 sq.m.),3,4,4,7.0,South-West,Moderately Old,,,1920.0,0,1,0,0,0,unfurnished,119
1204,flat,emaar gurgaon greens,sector 102,1.38,13495.0,1023.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,6.0,North-East,Relatively New,,1022.58,1650.0,0,1,0,0,0,semifurnished,156
1205,flat,emaar mgf the palm drive,sector 66,4.6,18400.0,2500.0,Super Built up area 3300(306.58 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),3,3,3,11.0,North,Relatively New,,2500.0,3300.0,1,1,1,1,0,unfurnished,169
1206,flat,emaar gurgaon greens,sector 102,1.4,8484.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,9.0,South-West,Relatively New,,1200.0,1650.0,0,1,0,0,0,unfurnished,53
1207,flat,emaar mgf emerald floors premier,sector 65,3.5,17721.0,1975.0,Super Built up area 1975(183.48 sq.m.),4,4,3,4.0,East,Relatively New,,,1975.0,0,1,0,0,0,unfurnished,143
1208,flat,mapsko royale ville,sector 82,0.99,5530.0,1790.0,Super Built up area 1790(166.3 sq.m.),3,4,2,14.0,South-West,New Property,,,1790.0,0,1,0,0,0,unfurnished,105
1209,flat,emaar mgf emerald floors premier,sector 65,2.65,16060.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,5.0,North,Relatively New,,1650.0,,1,1,0,0,0,unfurnished,41
1210,flat,ats tourmaline,sector 109,1.65,7674.0,2150.0,Super Built up area 2150(199.74 sq.m.),3,3,4,16.0,North-East,Relatively New,,,2150.0,0,1,0,0,0,unfurnished,53
1211,flat,railway officers rpf society,sector 9,1.25,6921.0,1806.0,Carpet area: 1806 (167.78 sq.m.),4,3,3,1.0,,Old Property,,1806.0,,0,1,0,0,0,unfurnished,43
1212,flat,emaar digihomes,sector 62,4.0,14871.0,2690.0,Super Built up area 2588.79(240.51 sq.m.),3,3,3,18.0,North,New Property,,,2588.79,0,1,0,0,0,semifurnished,46
1213,flat,emaar palm gardens,sector 83,1.8,9473.0,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,6.0,South,Relatively New,,1240.04,1900.0,0,1,0,0,0,semifurnished,135
1214,flat,tarc maceo,sector 91,1.75,11121.0,1574.0,Super Built up area 2724(253.07 sq.m.)Carpet area: 1573.59 sq.ft. (146.19 sq.m.),4,3,4,8.0,South,Relatively New,,1573.59,2724.0,1,1,1,1,0,unfurnished,156
1215,flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,1650.0,Built Up area: 1650 (153.29 sq.m.),3,3,2,4.0,East,Relatively New,1650.0,,,1,1,0,0,0,unfurnished,205
1216,flat,pioneer urban presidia,sector 62,7.15,16486.0,4337.0,Super Built up area 4337(402.92 sq.m.),4,5,4,7.0,East,Relatively New,,,4337.0,1,1,1,0,0,semifurnished,189
1217,flat,emaar mgf palm hills,sector 77,1.64,8410.0,1950.0,Super Built up area 1950(181.16 sq.m.),4,3,3,9.0,South,Relatively New,,,1950.0,0,1,0,0,0,unfurnished,122
1218,flat,emaar mgf emerald floors premier,sector 65,2.8,16969.0,1650.0,Super Built up area 1650(153.29 sq.m.),3,3,2,3.0,East,Relatively New,,,1650.0,0,1,0,0,0,unfurnished,134
1219,flat,la lagune,sector 54,6.75,21360.0,3160.0,Super Built up area 3160(293.57 sq.m.)Built Up area: 2455 sq.ft. (228.08 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),4,6,4,11.0,East,Moderately Old,2455.0,2240.0,3160.0,0,1,0,0,0,semifurnished,150
1220,flat,m3m merlin,sector 67,3.5,14583.0,2400.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),3,4,3,17.0,South-East,Relatively New,,2050.0,2400.0,0,1,1,0,0,semifurnished,211
1221,flat,m3m latitude,sector 65,4.6,26790.0,1717.0,Carpet area: 1717 (159.51 sq.m.),3,3,3,7.0,South,New Property,,1717.0,,1,1,1,1,0,semifurnished,157
1222,flat,m3m skywalk,sector 74,2.25,12500.0,1800.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,5.0,North-East,Relatively New,1900.0,1800.0,2000.0,1,0,0,0,0,unfurnished,216
1223,flat,dlf the primus,sector 82,2.2,10516.0,2092.0,Super Built up area 2092(194.35 sq.m.),3,3,4,16.0,North-East,Relatively New,,,2092.0,0,1,0,0,0,unfurnished,216
