,property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Built_up_area,Carpet_area,Super_built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
3260,flat,shapoorji pallonji joyville,sector 102,1.1,12022.0,915.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,1,7.0,,Undefined,915.0,700.0,,0,0,0,0,0,unfurnished,0
3261,flat,central park flower valley,sector 33,2.5,13270.0,1884.0,Carpet area: 1884 (175.03 sq.m.),3,3,2,1.0,,Undefined,,1884.0,,0,0,0,0,0,unfurnished,73
3262,flat,smart world orchard,sector 61,1.47,12782.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,4.0,North-East,New Property,,1150.0,,1,0,0,1,0,unfurnished,71
3263,flat,mvn athens,sohna road,0.24,7056.0,340.0,Carpet area: 340.09 (31.6 sq.m.),1,1,1,12.0,West,Relatively New,,340.13924000000003,,0,0,0,0,0,unfurnished,72
3264,flat,silverglades hightown residences,sector 43,4.2,19767.0,2125.0,Super Built up area 2150(199.74 sq.m.),3,4,2,7.0,East,Under Construction,,,2150.0,0,0,0,0,0,unfurnished,46
3265,flat,vatika sovereign park,sector 99,2.45,8812.0,2780.0,Super Built up area 2780(258.27 sq.m.),3,4,3,1.0,East,New Property,,,2780.0,0,1,0,0,0,semifurnished,204
3266,flat,mapsko mount ville,sector 79,1.65,9091.0,1815.0,Built Up area: 1815 (168.62 sq.m.),3,3,0,12.0,,Undefined,1815.0,,,0,0,0,0,0,unfurnished,0
3267,flat,godrej air,sector 85,1.75,9589.0,1825.0,Built Up area: 1825 (169.55 sq.m.),3,3,2,27.0,,Undefined,1825.0,,,0,0,0,0,0,unfurnished,60
3268,flat,signature global city 63a,sector 63,1.4,11336.0,1235.0,Carpet area: 1235 (114.74 sq.m.),2,2,2,3.0,East,Under Construction,,1235.0,,0,0,0,0,1,unfurnished,0
3269,flat,signature the roselia,sector 95,0.45,7908.0,569.0,Carpet area: 569 (52.86 sq.m.),2,2,2,2.0,East,New Property,,569.0,,0,0,0,0,0,semifurnished,36
3270,flat,sbr apartment,manesar,0.68,4456.0,1526.0,Built Up area: 1526 (141.77 sq.m.),3,3,3,2.0,,Moderately Old,1526.0,,,0,0,0,0,0,unfurnished,0
3271,flat,smart world gems,sector 89,1.0,9007.0,1110.0,Carpet area: 1110 (103.12 sq.m.),2,2,3,3.0,,New Property,,1110.0,,1,0,0,0,1,unfurnished,126
3272,flat,ats triumph,sector 104,2.0,8733.0,2290.0,Super Built up area 2290(212.75 sq.m.),3,4,4,4.0,,Relatively New,,,2290.0,0,1,0,0,0,unfurnished,84
3273,flat,silverglades the melia,sohna road,0.75,5555.0,1350.0,Built Up area: 1350 (125.42 sq.m.),2,2,2,4.0,,Moderately Old,1350.0,,,0,0,0,0,0,unfurnished,66
3274,flat,vatika sovereign park,sector 99,3.25,9672.0,3360.0,Super Built up area 3360(312.15 sq.m.),4,4,4,2.0,,New Property,,,3360.0,0,1,0,0,0,unfurnished,130
3275,flat,eldeco accolade,sohna road,1.1,7549.0,1457.0,Super Built up area 1457(135.36 sq.m.),2,2,4,17.0,,Relatively New,,,1457.0,1,0,0,0,1,unfurnished,7
3276,flat,microtek greenburg,sector 86,1.45,9797.0,1480.0,Built Up area: 1480 (137.5 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,2,3,8.0,North-East,Relatively New,1480.0,1050.0,,0,0,0,0,0,semifurnished,84
3277,flat,vatika sovereign park,sector 99,3.2,9922.0,3225.0,Built Up area: 3225 (299.61 sq.m.),4,4,0,5.0,North-East,Under Construction,3225.0,,,0,0,0,0,0,unfurnished,28
3278,flat,signature global orchard avenue,sector 93,0.4,7359.0,544.0,Carpet area: 543.53 (50.5 sq.m.),2,2,2,11.0,,New Property,,543.57695,,0,0,0,0,0,unfurnished,40
3279,flat,smart world gems,sector 89,0.95,8600.0,1105.0,Carpet area: 1103 (102.47 sq.m.),2,2,2,4.0,,New Property,,1103.0,,1,1,0,0,0,unfurnished,64
3280,flat,conscient elevate,sector 59,4.25,18518.0,2295.0,Super Built up area 2295(213.21 sq.m.),3,4,3,3.0,,Under Construction,,,2295.0,0,0,0,0,0,unfurnished,0
3281,flat,signature global solera 2,sector 107,0.37,6680.0,554.0,Carpet area: 553.85 (51.45 sq.m.),2,2,2,9.0,,New Property,,553.802655,,0,0,0,0,0,unfurnished,42
3282,flat,spaze privvy the address,sector 93,1.25,6900.0,1812.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,4,2,12.0,North-East,Relatively New,1350.0,1100.0,1805.0,0,0,0,0,0,furnished,104
3283,flat,surendra avenue 69,sector 69,0.75,6818.0,1100.0,Built Up area: 1100 (102.19 sq.m.),2,2,2,4.0,,Moderately Old,1100.0,,,0,0,0,0,0,unfurnished,0
3284,flat,godrej,sector 79,2.0,8453.0,2366.0,Carpet area: 2366 (219.81 sq.m.),3,4,4,2.0,North-East,Relatively New,,2366.0,,0,1,0,0,0,semifurnished,172
3285,flat,dlf the primus,sector 82,3.5,13430.0,2606.0,Carpet area: 2606 (242.11 sq.m.),5,5,4,14.0,North-East,Relatively New,,2606.0,,1,0,0,0,0,furnished,53
3286,flat,dlf regency park,sector 28,1.91,16608.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,11.0,,New Property,,1150.0,,0,0,0,0,0,unfurnished,121
3287,flat,ramprastha the edge towers,sector 37,1.0,5649.0,1770.0,Super Built up area 1770(164.44 sq.m.),3,3,4,13.0,,Moderately Old,,,1770.0,0,0,0,0,0,unfurnished,64
3288,flat,central park flower valley,sector 33,1.4,21538.0,650.0,Super Built up area 650(60.39 sq.m.),3,3,3,2.0,,Under Construction,,,650.0,0,0,0,0,0,unfurnished,66
3289,flat,gls arawali homes,sohna road,0.35,7000.0,500.0,Super Built up area 567(52.68 sq.m.)Built Up area: 556 sq.ft. (51.65 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2,2,2,5.0,,Relatively New,556.0,500.0,567.0,0,0,0,0,0,unfurnished,34
3290,flat,godrej summit,sector 104,0.82,9854.0,832.0,Carpet area: 77.31,2,2,3,12.0,,Relatively New,,77.31,,1,0,0,0,0,unfurnished,153
3291,flat,ashiana anmol,sohna road,0.88,11125.0,791.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 791 sq.ft. (73.49 sq.m.),2,2,2,13.0,East,Relatively New,,791.0,1275.0,0,0,0,0,0,semifurnished,161
3292,flat,signature global park,sohna road,0.55,6690.0,822.0,Carpet area: 822 (76.37 sq.m.),2,2,3,3.0,East,Undefined,,822.0,,0,0,0,0,0,unfurnished,66
3293,flat,ansal api esencia,sector 67,1.2,7407.0,1620.0,Carpet area: 180 (150.5 sq.m.),3,3,2,1.0,,Undefined,,180.0,,0,0,0,0,0,unfurnished,59
3294,flat,m3m skywalk,sector 74,1.78,12500.0,1424.0,Carpet area: 1424 (132.29 sq.m.),2,2,4,12.0,,Undefined,,1424.0,,0,0,0,0,0,unfurnished,70
3295,flat,m3m heights,sector 65,1.9,13991.0,1358.0,Built Up area: 1358 (126.16 sq.m.),2,2,2,40.0,,Undefined,1358.0,,,0,0,0,0,0,unfurnished,68
3296,flat,mvn athens,sohna road,0.26,5397.0,482.0,Carpet area: 481.73 (44.75 sq.m.),2,2,1,5.0,,Relatively New,,481.684525,,0,0,0,0,0,unfurnished,104
3297,flat,signature global city 81,sector 81,0.89,8279.0,1075.0,Carpet area: 1075 (99.87 sq.m.),2,2,2,3.0,North,Under Construction,,1075.0,,0,0,0,0,1,unfurnished,26
3298,flat,smart world orchard,sector 61,1.6,13913.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,3.0,East,New Property,,1150.0,,1,0,0,0,0,unfurnished,160
3299,flat,ambience caitriona,sector 24,14.0,200000.0,700.0,Built Up area: 700 (65.03 sq.m.),4,5,3,3.0,East,Undefined,700.0,,,0,0,0,0,0,unfurnished,0
3300,flat,ansal heights 86,sector 86,0.9,5325.0,1690.0,Built Up area: 1690 (157.01 sq.m.),3,3,2,10.0,,New Property,1690.0,,,0,0,0,0,0,unfurnished,35
3301,flat,ramprastha the edge towers,sector 37,1.1,5528.0,1990.0,Built Up area: 1990 (184.88 sq.m.),3,3,3,9.0,,Undefined,1990.0,,,0,0,0,0,0,unfurnished,67
3302,flat,smart world gems,sector 89,0.95,8903.0,1067.0,Super Built up area 1067(99.13 sq.m.)Carpet area: 578 sq.ft. (53.7 sq.m.),2,2,2,1.0,East,Under Construction,,578.0,1067.0,1,0,0,0,0,unfurnished,148
3303,flat,green court,sector 90,0.47,6811.0,690.0,Carpet area: 690 (64.1 sq.m.),2,2,1,0.0,East,New Property,,690.0,,0,0,0,0,0,unfurnished,53
3304,flat,lord krishna,sector 12,2.7,8571.0,3150.0,Built Up area: 3150 (292.64 sq.m.),4,3,3,6.0,North-East,Undefined,3150.0,,,0,0,0,0,0,unfurnished,0
3305,flat,supertech araville,sector 79,0.95,6209.0,1530.0,Super Built up area 1530(142.14 sq.m.),2,2,3,7.0,North-East,New Property,,,1530.0,1,0,0,0,0,unfurnished,53
3306,flat,umang monsoon breeze,sector 78,1.15,5284.0,2176.0,Super Built up area 2176(202.16 sq.m.),3,3,3,9.0,,Moderately Old,,,2176.0,0,1,0,0,1,unfurnished,28
3307,flat,ild greens,sector 37,0.9,5614.0,1603.0,Super Built up area 1603(148.92 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.),3,3,3,0.0,North-East,Under Construction,1500.0,,1603.0,0,0,0,0,0,unfurnished,90
3308,flat,signature global park 4,sector 36,1.0,9900.0,1010.0,Carpet area: 1010 (93.83 sq.m.),3,2,3,2.0,,New Property,,1010.0,,0,0,0,0,0,unfurnished,164
3309,flat,brisk lumbini terrace homes,sector 109,1.5,6616.0,2267.0,Carpet area: 2267 (210.61 sq.m.),3,3,1,4.0,North,New Property,,2267.0,,0,1,0,0,0,unfurnished,40
3310,flat,bhagwati sadan,sector 12,1.15,5500.0,2091.0,Built Up area: 2000 (185.81 sq.m.),3,4,2,2.0,,Old Property,2000.0,,,0,1,0,0,1,unfurnished,0
3311,flat,central park flower valley cerise floors,sector 33,1.3,10743.0,1210.0,Super Built up area 1210(112.41 sq.m.),2,2,2,3.0,North,New Property,,,1210.0,1,0,0,0,0,unfurnished,26
3312,flat,assotech blith,sector 99,1.9,6702.0,2835.0,Built Up area: 2835 (263.38 sq.m.),4,4,4,2.0,North-East,Undefined,2835.0,,,0,0,0,0,0,unfurnished,63
3313,flat,essel towers,mehrauli gurgao,2.2,12500.0,1760.0,Carpet area: 1760 (163.51 sq.m.),3,4,4,3.0,,Undefined,,1760.0,,0,0,0,0,0,unfurnished,0
3314,flat,essel towers,mehrauli gurgao,2.2,12500.0,1760.0,Carpet area: 1760 (163.51 sq.m.),3,4,4,3.0,North-West,Undefined,,1760.0,,0,0,0,0,0,unfurnished,0
3315,flat,tulip ivory,sector 70,5.0,10416.0,4800.0,Carpet area: 4800 (445.93 sq.m.),6,7,4,0.0,,Relatively New,,4800.0,,1,1,0,0,0,unfurnished,145
3316,flat,antriksh heights,sector 84,0.85,5556.0,1530.0,Super Built up area 1350(125.42 sq.m.),2,2,3,10.0,North-West,New Property,,,1350.0,1,0,0,0,1,unfurnished,37
3317,flat,sidhivinayak apartments,sector 55,1.9,10555.0,1800.0,Carpet area: 1800 (167.23 sq.m.),4,3,4,9.0,North,Moderately Old,,1800.0,,0,0,0,1,0,semifurnished,39
3318,flat,m3m woodshire,sector 107,0.9,6588.0,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,4,14.0,,New Property,,,1366.0,0,0,0,0,0,unfurnished,78
3319,flat,gls avenue 51,sector 92,0.45,7614.0,591.0,Built Up area: 646 (60.02 sq.m.)Carpet area: 591 sq.ft. (54.91 sq.m.),2,2,1,10.0,,New Property,646.0,591.0,,1,0,0,0,0,semifurnished,26
3320,flat,signature global city 92,sector 92,0.78,11142.0,700.0,Super Built up area 1010(93.83 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,3,2.0,,Under Construction,,700.0,1010.0,0,0,0,0,1,unfurnished,37
3321,flat,dlf royalton tower,sector 43,6.2,20687.0,2997.0,Super Built up area 2997(278.43 sq.m.),4,4,4,9.0,,Moderately Old,,,2997.0,0,1,0,0,0,unfurnished,7
3322,flat,shapoorji pallonji joyville gurugram,sector 102,1.6,11700.0,1368.0,Built Up area: 1368 (127.09 sq.m.),2,2,3,14.0,,Moderately Old,1368.0,,,0,0,0,0,0,unfurnished,0
3323,flat,krisumi waterfall residences,sector 36,2.3,15551.0,1479.0,Built Up area: 1479 (137.4 sq.m.),2,2,2,23.0,,Undefined,1479.0,,,0,0,0,0,0,unfurnished,70
3324,flat,smart world gems,sector 89,0.86,7796.0,1103.0,Carpet area: 1103 (102.47 sq.m.),2,3,2,4.0,North-East,New Property,,1103.0,,1,1,0,1,0,unfurnished,90
3325,flat,gls avenue 51,sector 92,0.45,6000.0,750.0,Carpet area: 750 (69.68 sq.m.),3,3,1,10.0,North-East,Relatively New,,750.0,,0,0,0,0,0,unfurnished,0
3326,flat,experion the heartsong,sector 108,1.02,7950.0,1283.0,Built Up area: 1283 (119.19 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,4.0,,Relatively New,1283.0,734.43,,1,0,0,0,0,semifurnished,128
3327,flat,breez global heights,sohna road,0.4,6694.0,598.0,Super Built up area 950(88.26 sq.m.)Carpet area: 597.53 sq.ft. (55.51 sq.m.),2,2,2,7.0,,Relatively New,,597.53,950.0,0,0,0,0,0,unfurnished,68
3328,flat,conscient elevate,sector 59,3.9,16993.0,2295.0,Built Up area: 2295 (213.21 sq.m.),3,1,0,0.0,,Undefined,2295.0,,,0,0,0,0,0,unfurnished,0
3329,flat,smart world orchard,sector 61,2.41,14785.0,1630.0,Built Up area: 1630 (151.43 sq.m.)Carpet area: 1625 sq.ft. (150.97 sq.m.),3,3,3,2.0,East,New Property,1630.0,1625.0,,0,0,0,0,0,unfurnished,66
3330,flat,central park flower valley,sector 33,2.5,13270.0,1884.0,Carpet area: 1884 (175.03 sq.m.),3,3,2,1.0,,Undefined,,1884.0,,0,0,0,0,0,unfurnished,73
3331,flat,m3m heights,sector 65,2.44,13300.0,1835.0,Super Built up area 1828(169.83 sq.m.),3,3,2,7.0,,Under Construction,,,1828.0,0,0,0,0,0,unfurnished,57
3332,flat,corona gracieux,sector 76,1.05,5949.0,1765.0,Super Built up area 1765(163.97 sq.m.),3,3,4,7.0,North-East,Relatively New,,,1765.0,0,0,0,0,0,semifurnished,167
3333,flat,shapoorji pallonji joyville gurugram,sector 102,2.12,11447.0,1852.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,9.0,South-East,New Property,,1320.0,1852.0,0,0,0,0,0,unfurnished,128
3334,flat,spaze privvy the address,sector 93,1.45,8033.0,1805.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,4,2,12.0,North-East,Relatively New,1350.0,1100.0,1805.0,0,0,0,0,0,furnished,104
3335,flat,central park flower valley,sector 33,1.4,21538.0,650.0,Super Built up area 650(60.39 sq.m.),3,3,3,2.0,,Under Construction,,,650.0,0,0,0,0,0,unfurnished,66
3336,flat,gls arawali homes,sohna road,0.27,4687.0,576.0,Carpet area: 576 (53.51 sq.m.),2,2,2,1.0,East,New Property,,576.0,,0,0,0,0,0,unfurnished,54
3337,flat,mvn athens,sohna road,0.27,5901.0,458.0,Carpet area: 457.52 (42.5 sq.m.),2,2,1,0.0,,Relatively New,,457.46574999999996,,0,0,0,0,0,semifurnished,76
3338,flat,krrish florence estate,sector 70,1.65,7764.0,2125.0,Super Built up area 2125(197.42 sq.m.),3,4,4,27.0,North-East,New Property,,,2125.0,1,1,0,0,0,unfurnished,99
3339,flat,la vida by tata housing,sector 113,1.93,12222.0,1579.0,Super Built up area 1579(146.69 sq.m.),3,3,2,8.0,,Under Construction,,,1579.0,0,0,0,0,0,unfurnished,70
3340,flat,chd avenue,sector 71,0.82,7083.0,1158.0,Super Built up area 1200(111.48 sq.m.),2,2,2,6.0,,Moderately Old,,,1200.0,0,0,0,0,0,unfurnished,0
3341,flat,gls arawali homes,sohna road,0.28,5982.0,468.0,Carpet area: 468 (43.48 sq.m.),2,2,2,3.0,,Relatively New,,468.0,,0,0,0,0,0,unfurnished,47
3342,flat,trisara our homes 3,sohna road,0.21,4339.0,484.0,Built Up area: 484 (44.97 sq.m.),1,1,0,2.0,,Undefined,484.0,,,0,0,0,0,0,unfurnished,0
3343,flat,ashiana anmol,sector 33,1.1,8627.0,1275.0,Built Up area: 1275 (118.45 sq.m.)Carpet area: 795 sq.ft. (73.86 sq.m.),2,2,2,4.0,North-East,Undefined,1275.0,795.0,,0,0,0,0,0,unfurnished,0
3344,flat,smart world orchard,sector 61,1.6,13913.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,3.0,,Under Construction,,1150.0,,1,0,0,0,0,unfurnished,47
3345,flat,signature global city,sector 37,1.1,8800.0,1250.0,Carpet area: 1250 (116.13 sq.m.),3,3,3,1.0,,Under Construction,,1250.0,,0,0,0,0,0,unfurnished,38
3346,flat,m3m capital,sector 113,3.25,14142.0,2298.0,Carpet area: 2298 (213.49 sq.m.),4,4,4,34.0,,Under Construction,,2298.0,,1,1,0,1,0,unfurnished,131
3347,flat,indiabulls centrum park,sector 103,1.2,8432.0,1423.0,Super Built up area 1423(132.2 sq.m.),2,2,3,3.0,North-East,Moderately Old,,,1423.0,0,0,0,0,0,unfurnished,31
3348,flat,trisara our homes 3,sohna road,0.38,6312.0,602.0,Built Up area: 602 (55.93 sq.m.),2,2,2,1.0,,Undefined,602.0,,,0,0,0,0,0,unfurnished,0
3349,flat,smart world orchard,sector 61,2.45,15800.0,1551.0,Super Built up area 1549(143.91 sq.m.)Carpet area: 939.37 sq.ft. (87.27 sq.m.),3,3,3,3.0,,New Property,,939.37,1549.0,1,1,0,0,0,unfurnished,138
3350,flat,smart world gems,sector 89,0.85,7706.0,1103.0,Carpet area: 1103 (102.47 sq.m.),2,2,2,2.0,North-East,Under Construction,,1103.0,,1,0,0,0,0,unfurnished,66
3351,flat,dlf royalton tower,sector 43,6.5,22108.0,2940.0,Super Built up area 2940(273.13 sq.m.),4,5,2,8.0,West,Relatively New,,,2940.0,0,1,0,0,0,unfurnished,20
3352,flat,ashok vihar phase 2,sector 3,0.28,4307.0,650.0,Super Built up area 650(60.39 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,1,3.0,North,Relatively New,,550.0,650.0,0,0,0,0,0,unfurnished,76
3353,flat,ardee city,sector 52,1.55,7381.0,2100.0,Built Up area: 2100 (195.1 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,4,3,1.0,,Moderately Old,2100.0,1600.0,,0,0,0,0,0,unfurnished,0
3354,flat,unitech vistas,sector 70,9.0,57507.0,1565.0,Built Up area: 1565 (145.39 sq.m.),3,3,0,7.0,,Undefined,1565.0,,,0,0,0,0,0,unfurnished,0
3355,flat,valley view estate,gwal pahari,1.5,7489.0,2003.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,4,10.0,North-East,Moderately Old,1850.0,1650.0,2000.0,0,0,0,0,0,unfurnished,64
3356,flat,supertech araville,sector 79,0.8,5266.0,1519.0,Carpet area: 1519 (141.12 sq.m.),2,2,2,12.0,,New Property,,1519.0,,1,0,0,0,0,unfurnished,53
3357,flat,sare petioles,sector 92,1.22,5250.0,2324.0,Built Up area: 2093 (194.45 sq.m.),4,3,3,9.0,,Under Construction,2093.0,,,0,1,0,0,0,unfurnished,130
3358,flat,paras dews,sector 106,1.35,8940.0,1510.0,Carpet area: 1510 (140.28 sq.m.),4,3,3,19.0,,Old Property,,1510.0,,0,1,0,0,0,unfurnished,127
3359,flat,m3m skycity,sector 65,2.8,15317.0,1828.0,Built Up area: 1828 (169.83 sq.m.),3,3,0,14.0,,Undefined,1828.0,,,0,0,0,0,0,unfurnished,63
3360,flat,raheja vedaanta,sector 108,1.5,5263.0,2850.0,Built Up area: 2850 (264.77 sq.m.),3,4,0,12.0,,Undefined,2850.0,,,0,0,0,0,0,unfurnished,0
3361,flat,ansal housing highland park,sector 103,0.8,5878.0,1361.0,Built Up area: 1361 (126.44 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),2,2,2,9.0,South-East,Undefined,1361.0,1300.0,,0,0,0,0,0,unfurnished,0
3362,flat,sidhartha ncr one phase,sector 95,0.46,4646.0,990.0,Built Up area: 990 (91.97 sq.m.),2,2,0,6.0,,Undefined,990.0,,,0,0,0,0,0,unfurnished,0
3363,flat,ramsons kshitij,sector 95,0.3,3158.0,950.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 552 sq.ft. (51.28 sq.m.),2,2,1,11.0,,Undefined,950.0,552.0,,0,0,0,0,0,unfurnished,0
3364,flat,ramprastha skyz,sector 37,1.25,7250.0,1724.0,Built Up area: 1725 (160.26 sq.m.),3,3,4,2.0,North-East,Under Construction,1725.0,,,0,0,0,0,0,unfurnished,13
3365,flat,sobha smriti apartments,sector 56,0.5,8333.0,600.0,Carpet area: 600 (55.74 sq.m.),1,1,2,3.0,,Undefined,,600.0,,0,0,0,0,0,unfurnished,0
3366,flat,supertech araville,sector 79,0.9,6950.0,1295.0,Built Up area: 1295 (120.31 sq.m.),2,2,0,12.0,,Undefined,1295.0,,,0,0,0,0,0,unfurnished,0
3367,flat,signature global park,sohna road,0.65,7299.0,891.0,Built Up area: 822 (76.37 sq.m.)Carpet area: 520 sq.ft. (48.31 sq.m.),2,2,3,1.0,,New Property,822.0,520.0,,0,0,0,0,0,unfurnished,66
3368,flat,ild greens,sector 37,0.75,5245.0,1430.0,Built Up area: 1430 (132.85 sq.m.),2,2,4,13.0,East,Undefined,1430.0,,,0,0,0,0,0,unfurnished,61
3369,flat,umang winter hills,sector 77,1.4,6340.0,2208.0,Built Up area: 1735 (161.19 sq.m.),3,3,3,10.0,North-East,Undefined,1735.0,,,0,0,0,0,0,unfurnished,32
3370,flat,unitech sunbreeze,sector 69,1.0,5476.0,1826.0,Built Up area: 1826 (169.64 sq.m.),4,3,0,0.0,,Undefined,1826.0,,,0,0,0,0,0,unfurnished,0
3371,flat,shree vardhman victoria,sector 70,1.8,9230.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,4,3,2.0,South-West,New Property,,1161.0,1950.0,0,1,0,0,1,unfurnished,49
3372,flat,godrej nature plus,sector 33,1.2,12000.0,1000.0,Carpet area: 1000 (92.9 sq.m.),2,2,4,3.0,North-East,Under Construction,,1000.0,,0,0,0,0,0,unfurnished,138
3373,flat,indiabulls centrum park,sector 103,1.05,5861.0,1792.0,Built Up area: 1365 (126.81 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,1.0,West,Relatively New,1365.0,900.0,,0,0,0,0,0,semifurnished,52
3374,flat,sare crescent parc,sector 92,0.66,4977.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3,2,2,15.0,North,Relatively New,,1326.0,,0,0,0,0,0,semifurnished,47
3375,flat,ats triumph,sector 104,1.95,8515.0,2290.0,Carpet area: 2290 (212.75 sq.m.),3,3,4,3.0,,New Property,,2290.0,,0,1,0,0,0,unfurnished,85
3376,flat,smart world gems,sector 89,0.9,8159.0,1103.0,Super Built up area 1103(102.47 sq.m.),2,2,2,2.0,East,New Property,,,1103.0,1,0,0,0,1,unfurnished,63
3377,flat,suncity avenue 76,sector 76,0.55,7422.0,741.0,Carpet area: 741 (68.84 sq.m.),2,2,2,9.0,North-East,Under Construction,,741.0,,0,0,0,0,0,unfurnished,32
3378,flat,raheja sampada,sector 92,0.7,4453.0,1572.0,Built Up area: 1572 (146.04 sq.m.),3,3,0,7.0,,Undefined,1572.0,,,0,0,0,0,0,unfurnished,0
3379,flat,gls arawali homes,sohna road,0.3,5291.0,567.0,Built Up area: 567 (52.68 sq.m.),2,2,0,10.0,,Undefined,567.0,,,0,0,0,0,0,unfurnished,0
3380,flat,umang monsoon breeze,sector 78,1.05,5666.0,1853.0,Built Up area: 1853 (172.15 sq.m.)Carpet area: 1390 sq.ft. (129.14 sq.m.),3,3,3,6.0,North,Moderately Old,1853.0,1390.0,,0,0,0,0,0,unfurnished,0
3381,flat,ambience creacions,sector 22,3.5,19444.0,1800.0,Carpet area: 1800 (167.23 sq.m.),3,4,4,8.0,East,New Property,,1800.0,,0,1,0,0,0,unfurnished,58
3382,flat,sare crescent parc,sector 92,0.95,5013.0,1895.0,Built Up area: 1895 (176.05 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),4,5,4,13.0,North,Undefined,1895.0,1500.0,,0,0,0,0,0,unfurnished,0
3383,flat,godrej air,sector 85,2.6,12212.0,2129.0,Built Up area: 2129 (197.79 sq.m.),3,3,3,17.0,,Under Construction,2129.0,,,0,1,0,0,0,unfurnished,60
3384,flat,sare crescent parc royal greens phase 1,sector 92,0.75,4325.0,1734.0,Built Up area: 1734 (161.09 sq.m.),4,4,4,3.0,East,Relatively New,1734.0,,,0,0,0,0,0,unfurnished,109
3385,flat,railway officers rpf society,sector 9,1.3,5039.0,2580.0,Built Up area: 2580 (239.69 sq.m.),4,4,4,9.0,East,Undefined,2580.0,,,0,0,0,0,0,unfurnished,0
3386,flat,satya element one,sector 49,0.94,14009.0,671.0,Carpet area: 671 (62.34 sq.m.),1,2,2,2.0,East,Undefined,,671.0,,0,0,0,0,0,unfurnished,0
3387,flat,shree vardhman flora,sector 90,0.7,5325.0,1315.0,Super Built up area 1352(125.6 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.),2,2,3,9.0,East,New Property,1350.0,,1352.0,1,0,0,0,0,unfurnished,67
3388,flat,ild grand centra,sector 37,0.95,5220.0,1820.0,Built Up area: 1820 (169.08 sq.m.),3,1,0,0.0,,Undefined,1820.0,,,0,0,0,0,0,unfurnished,0
3389,flat,umang monsoon breeze,sector 78,0.7,5719.0,1224.0,Built Up area: 1224 (113.71 sq.m.),2,2,2,5.0,,Undefined,1224.0,,,0,0,0,0,0,unfurnished,0
3390,flat,ansals highland park,dwarka expressway,1.2,6185.0,1940.0,Built Up area: 1940 (180.23 sq.m.),3,3,4,4.0,,Under Construction,1940.0,,,0,1,0,0,0,unfurnished,0
3391,flat,,sector 78,0.6,3692.0,1625.0,Built Up area: 1625 (150.97 sq.m.),2,2,0,,,Under Construction,1625.0,,,0,0,0,0,0,unfurnished,0
3392,flat,signature global city 81,sector 81,0.8,14652.0,546.0,Carpet area: 546 (50.73 sq.m.),2,2,2,4.0,North,Under Construction,,546.0,,1,0,0,0,0,unfurnished,40
3393,flat,godrej habitat,sector 3,1.2,8310.0,1444.0,Super Built up area 1444(134.15 sq.m.),2,2,3,0.0,,Under Construction,,,1444.0,0,0,0,0,0,unfurnished,54
3394,flat,mvn athens,sohna road,0.25,5189.0,482.0,Carpet area: 481.73 (44.75 sq.m.),2,2,1,0.0,North,Relatively New,,481.684525,,0,0,0,1,0,unfurnished,112
3395,flat,shree vardhman flora,sector 90,0.95,6333.0,1500.0,Carpet area: 1500 (139.35 sq.m.),3,3,3,9.0,South-East,Relatively New,,1500.0,,0,1,0,0,0,unfurnished,115
